"code","name","day","unitNetWorth","dayOfGrowth","recent1Week","recent3Month","recent6Month","recent1Year","recent2Year","recent3Year","fromThisYear","fromBuild","serviceCharge"
"005958","华夏聚丰混合(FOF)C",,"1.3489","0.17","1.25","14.85","26.27","30.73","34.97","","30.24","34.89",""
"005957","华夏聚丰混合(FOF)A",,"1.3516","0.17","1.26","14.86","26.29","30.79","35.15","","30.30","35.16",""
"005809","前海开源裕源(FOF)",,"1.6267","-1.42","1.06","3.76","8.60","20.26","68.90","","17.62","62.67",""
"005759","中融量化精选(FOF)C",,"1.0947","-0.15","-0.51","2.63","3.43","4.38","12.59","","3.88","9.47",""
"005758","中融量化精选(FOF)A",,"1.1127","-0.14","-0.51","2.78","3.73","5.00","13.94","","4.49","11.27",""
"005222","泰达宏利全能混合(FOF)C",,"1.2257","0.05","0.24","5.96","12.31","14.95","27.11","22.55","14.49","22.57",""
"005221","泰达宏利全能混合(FOF)A",,"1.2388","0.05","0.23","6.05","12.48","15.29","27.88","23.79","14.83","23.88",""
"005220","海富通聚优精选混合(FOF)",,"1.5502","-0.72","1.21","8.70","21.35","47.19","96.75","55.22","45.04","55.02",""
"005219","华夏聚惠(FOF)C",,"1.2958","0.11","0.74","7.24","11.00","19.01","32.85","28.91","18.29","29.58",""
"005218","华夏聚惠(FOF)A",,"1.3122","0.10","0.74","7.34","11.21","19.49","33.91","30.46","18.76","31.22",""
"005217","建信福泽安泰混合(FOF)",,"1.2408","-0.35","0.58","4.17","8.67","15.98","27.04","23.24","15.22","24.08",""
"005216","南方全天候策略(FOF)C",,"1.2871","-0.22","0.47","3.97","13.06","20.44","32.31","28.02","19.69","28.71",""
"005215","南方全天候策略(FOF)A",,"1.3121","-0.21","0.48","4.13","13.41","21.17","33.92","30.35","20.40","31.21",""
"005157","嘉实领航资产配置混合C",,"1.2387","0.21","0.29","7.55","13.79","18.68","30.66","23.59","18.14","23.87",""
"005156","嘉实领航资产配置混合A",,"1.2726","0.21","0.30","7.77","14.25","19.63","32.77","26.74","19.08","27.26",""
