"code","name","day","unitNetWorth","dayOfGrowth","recent1Week","recent3Month","recent6Month","recent1Year","recent2Year","recent3Year","fromThisYear","fromBuild","serviceCharge"
"008617","国寿稳健养老一年混合(FOF)",,"1.0101","0.17","0.35","1.13","1.01","","","","","1.01",""
"008609","广发养老2040(FOF)",,"1.1081","0.30","0.86","4.09","10.94","","","","","10.81",""
"008553","万家养老2035三年持有期混合(FOF)",,"1.0823","0.06","0.82","5.45","","","","","","8.23",""
"008462","平安盈丰三个月持有混合(FOF)C",,"1.4162","0.49","2.08","6.23","21.20","","","","41.46","41.62",""
"008461","平安盈丰三个月持有混合(FOF)A",,"1.4231","0.49","2.08","6.36","21.50","","","","42.14","42.31",""
"008169","汇添富核心优势三个月混合(FOF)",,"1.3337","0.50","1.79","5.89","23.77","","","","","33.37",""
"008168","汇添富聚焦成长三个月混合FOF",,"1.0708","0.50","1.93","6.01","","","","","","7.08",""
"008159","招商盛鑫优选3个月持有(FOF)C",,"1.0405","0.37","1.14","3.49","4.22","","","","","4.05",""
"008158","招商盛鑫优选3个月持有(FOF)A",,"1.0430","0.38","1.15","3.61","4.44","","","","","4.30",""
"008145","兴全优选进取三个月持有(FOF)",,"1.3324","0.11","0.52","5.78","24.15","","","","","33.24",""
"008079","诺德大类精选(FOF)",,"1.3255","0.76","1.99","6.48","17.65","32.42","","","29.90","32.55",""
"007934","嘉合永泰优选三个月持有混合(FOF)C",,"1.0188","0.35","0.86","4.43","2.56","","","","","1.88",""
"007933","嘉合永泰优选三个月持有混合(FOF)A",,"1.0200","0.35","0.86","4.48","2.66","","","","","2.00",""
"007904","广发锐意进取3个月持有混合(FOF)A",,"1.3510","0.35","1.25","7.04","27.32","34.43","","","33.55","35.10",""
"007897","易方达优选多资产三个月持有混合(FOF)C",,"1.1993","0.31","0.38","4.17","17.06","","","","","19.93",""
"007896","易方达优选多资产三个月持有混合(FOF)A",,"1.2026","0.30","0.38","4.27","17.29","","","","","20.26",""
"007780","银华尊和养老2040混合(FOF)",,"1.3894","-0.07","0.67","4.46","19.07","35.23","","","33.37","38.94",""
"007779","银华尊和养老2030混合(FOF)",,"1.3035","0.05","0.62","4.63","16.38","27.83","","","26.50","30.35",""
"007747","海富通平衡养老(FOF)",,"1.1629","0.15","0.55","2.84","11.39","","","","","16.29",""
"007705","长城恒康稳健养老一年(FOF)",,"1.0196","-0.02","0.16","0.79","1.94","","","","","1.95",""
"007695","泰达养老2040三年持有混合(FOF)E",,"1.1480","0.23","0.75","3.31","11.40","","","","","14.80",""
"007694","泰达养老2040三年持有混合(FOF)C",,"1.1443","0.22","0.74","3.20","11.18","","","","","14.43",""
"007688","泰达养老2040三年持有混合(FOF)A",,"1.1479","0.22","0.74","3.30","11.39","","","","","14.79",""
"007673","中加安瑞稳健养老一年(FOF)",,"1.0904","0.14","0.25","2.35","6.69","","","","","9.04",""
"007668","广发养老2035三年持有期混合(FOF)",,"1.0315","0.23","0.66","3.16","","","","","","3.15",""
"007662","富国鑫旺均衡养老三年(FOF)",,"1.1506","0.09","0.56","3.80","11.28","","","","","15.06",""
"007661","南方养老2030三年(FOF)",,"1.2386","0.23","0.89","5.77","17.85","23.77","","","22.97","23.86",""
"007660","招商和悦均衡养老三年(FOF)",,"1.1991","0.23","1.11","2.47","12.18","19.87","","","17.72","19.91",""
"007652","华夏稳健养老一年(FOF)",,"1.1414","0.20","0.73","2.82","8.43","13.97","","","13.14","14.14",""
"007651","工银养老2045三年持有混合(FOF)",,"1.2521","0.18","1.16","6.07","16.95","","","","","25.21",""
"007650","工银养老2040(FOF)",,"1.3120","0.22","0.85","5.15","14.85","27.02","","","25.59","31.20",""
"007649","博时颐泽平衡养老(FOF)",,"1.1960","0.18","0.63","4.45","12.88","18.57","","","17.75","19.60",""
"007643","华安稳健养老一年(FOF)",,"1.0854","0.12","0.43","1.37","4.53","8.41","","","7.92","8.54",""
"007638","前海开源康颐平衡养老三年(FOF)",,"1.0919","0.21","0.54","0.63","8.82","8.13","","","7.27","9.19",""
"007407","农银养老2035混合(FOF)",,"1.2640","-0.10","0.13","1.66","13.12","23.78","","","22.14","26.40",""
"007402","浦银颐和稳健养老一年(FOF)C",,"1.0525","0.10","-0.05","0.80","3.56","5.05","","","4.68","5.25",""
"007401","浦银颐和稳健养老一年(FOF)A",,"1.0570","0.10","-0.04","0.91","3.77","5.48","","","5.10","5.70",""
"007310","银华尊尚稳健养老混合(FOF)",,"1.1889","0.14","0.51","2.62","9.63","16.46","","","15.60","18.88",""
"007298","大成养老2040(FOF)C",,"1.3274","0.07","0.92","3.57","12.41","19.67","","","18.44","32.74",""
"007297","大成养老2040(FOF)A",,"1.3353","0.07","0.94","3.67","12.64","20.16","","","18.90","33.53",""
"007274","景顺长城养老混合(FOF)",,"1.2836","0.21","1.17","5.87","18.88","28.15","","","27.44","28.36",""
"007272","景顺稳健养老目标三年混合(FOF)",,"1.1713","0.14","0.66","3.23","11.36","16.80","","","15.70","17.14",""
"007255","华宝稳健养老(FOF)",,"1.1922","0.18","-0.28","3.42","12.46","16.46","","","14.86","19.21",""
"007250","广发养老2050混合(FOF)",,"1.2917","0.34","1.29","5.26","19.20","23.96","","","22.25","29.17",""
"007249","广发均衡养老三年持有混合(FOF)",,"1.2316","0.27","0.88","4.44","15.07","21.98","","","20.77","23.16",""
"007247","易方达汇智稳健养老混合(FOF)",,"1.0949","0.12","0.37","2.41","6.42","9.22","","","8.88","9.49",""
"007242","中欧预见养老2050五年持有(FOF)C",,"1.4452","0.17","0.87","5.64","16.80","30.25","","","27.85","44.52",""
"007241","中欧预见养老2050五年持有(FOF)A",,"1.4440","0.17","0.87","5.72","16.98","30.63","","","28.21","44.40",""
"007239","平安养老2035(FOF)C",,"1.3352","0.14","0.77","3.27","13.33","24.62","","","23.53","33.52",""
"007238","平安养老2035(FOF)A",,"1.3402","0.14","0.77","3.34","13.47","24.94","","","23.82","34.02",""
"007232","万家平衡养老目标三年(FOF)",,"1.2583","0.10","0.46","3.58","12.54","18.51","","","16.50","25.83",""
"007231","国泰民安养老2040(FOF)",,"1.2401","0.19","0.44","3.15","11.28","18.40","","","16.89","24.01",""
"007221","上投摩根锦程养老三年(FOF)",,"1.2438","0.18","0.36","3.76","12.92","21.03","","","19.80","24.38",""
"007160","南方稳健养老(FOF)C",,"1.1430","0.15","0.22","1.40","8.16","10.31","","","9.58","14.30",""
"007159","南方稳健养老(FOF)A",,"1.1502","0.15","0.22","1.49","8.37","10.73","","","9.98","15.02",""
"007090","海富通养老混合(FOF)",,"1.1476","0.10","0.23","1.48","5.56","10.37","","","9.60","14.76",""
"007071","博时颐泽稳健养老(FOF)C",,"1.1418","0.07","0.24","2.48","6.45","13.04","","","11.91","14.18",""
"007070","博时颐泽稳健养老(FOF)A",,"1.1519","0.08","0.24","2.61","6.73","13.62","","","12.46","15.19",""
"007060","汇添富养老2050混合(FOF)",,"1.5108","0.43","1.50","5.67","20.43","36.85","","","34.60","51.08",""
"007059","汇添富养老2040五年持有混合(FOF)",,"1.5251","0.36","1.37","5.77","21.02","37.69","","","35.64","52.51",""
"006991","民生加银康宁养老(FOF)",,"1.1978","0.32","0.66","2.72","8.13","12.54","","","12.03","19.78",""
"006918","国联安安享稳健养老(FOF)",,"1.1336","0.31","0.28","2.25","6.06","9.25","","","8.62","13.36",""
"006895","兴业养老2035(FOF)C",,"1.2412","0.15","0.94","4.60","13.78","21.69","","","20.62","24.12",""
"006894","兴业养老2035(FOF)A",,"1.2442","0.15","0.96","4.71","14.01","22.17","","","21.09","24.42",""
"006891","华夏养老2050五年(FOF)",,"1.4929","0.44","1.53","6.83","18.13","30.70","","","29.19","49.29",""
"006886","工银养老2050混合(FOF)",,"1.4917","0.22","1.04","6.41","21.79","39.20","","","36.40","49.17",""
"006880","交银安享稳健养老一年(FOF)",,"1.1270","0.11","0.30","0.99","5.12","9.28","","","8.77","12.70",""
"006876","国投瑞银稳健养老(FOF)",,"1.1466","0.12","0.44","2.40","8.23","14.39","","","13.99","19.58",""
"006873","长信颐天平衡养老(FOF)C",,"1.2284","0.00","0.77","3.36","11.92","22.01","","","21.34","22.84",""
"006872","长信颐天平衡养老(FOF)A",,"1.2299","0.00","0.78","3.38","11.97","22.14","","","21.46","22.99",""
"006862","招商和悦稳健养老(FOF)C",,"1.1706","0.07","0.44","0.96","4.20","12.29","","","10.63","17.06",""
"006861","招商和悦稳健养老(FOF)A",,"1.1802","0.07","0.44","1.08","4.45","12.85","","","11.16","18.02",""
"006860","易方达汇诚养老2038(FOF)",,"1.2801","0.18","0.55","4.23","15.00","19.12","","","17.61","28.01",""
"006859","易方达汇诚养老2033(FOF)",,"1.2260","0.15","0.56","4.10","13.69","18.66","","","17.84","22.61",""
"006763","汇添富养老2030混合(FOF)",,"1.4151","0.43","2.23","7.47","17.41","29.43","","","27.77","41.51",""
"006623","华夏养老2035(FOF)C",,"1.2660","0.23","0.87","3.58","15.11","23.92","","","23.30","26.60",""
"006622","华夏养老2035(FOF)A",,"1.2744","0.24","0.88","3.68","15.35","24.42","","","23.78","27.44",""
"006621","华夏养老2045(FOF)C",,"1.5584","0.39","1.58","7.34","22.64","43.13","","","41.12","55.84",""
"006620","华夏养老2045(FOF)A",,"1.5689","0.38","1.59","7.44","22.89","43.70","","","41.65","56.89",""
"006581","建信优享稳健养老(FOF)",,"1.1413","0.17","0.40","2.25","6.57","12.19","","","11.28","17.86",""
"006580","兴全安泰养老三年(FOF)",,"1.5024","0.11","0.32","4.01","16.09","26.31","","","24.08","50.24",""
"006575","华安养老2030三年(FOF)",,"1.2087","0.19","0.85","3.56","9.78","16.11","","","14.68","20.87",""
"006507","前海开源裕泽(FOF)",,"1.1662","","1.12","0.22","7.20","12.09","16.53","","7.63","16.62",""
"006322","中欧预见养老2035(FOF)C",,"1.4978","0.27","0.82","5.39","15.61","27.98","48.62","","25.91","49.78",""
"006321","中欧预见养老2035(FOF)A",,"1.5109","0.27","0.83","5.50","15.83","28.50","49.82","","26.38","51.09",""
"006307","嘉实养老2040混合(FOF)",,"1.4369","-0.04","-0.07","4.69","17.71","33.02","","","31.00","43.69",""
"006306","泰达宏利泰和平衡养老(FOF)",,"1.3440","0.14","0.97","5.30","16.84","24.86","34.25","","23.17","34.40",""
"006305","银华尊和养老2035混合(FOF)",,"1.4341","0.17","0.85","3.88","15.47","29.20","43.41","","27.75","43.41",""
"006303","中银养老一年定开(FOF)",,"1.1538","","-0.48","1.82","5.36","11.53","","","9.97","15.66",""
"006298","广发稳健养老(FOF)",,"1.1464","0.13","0.35","1.74","8.32","11.86","","","10.92","20.05",""
"006297","富国鑫旺稳健养老(FOF)",,"1.1193","0.06","0.17","0.80","3.33","7.06","13.32","","6.59","13.31",""
"006296","鹏华养老2035混合(FOF)",,"1.3634","0.14","0.65","2.48","9.42","24.17","36.41","","22.31","36.34",""
"006295","工银养老2035(FOF)",,"1.4464","0.35","1.44","7.26","18.56","30.61","44.05","","29.11","44.64",""
"006294","万家稳健养老(FOF)",,"1.1646","0.09","0.19","1.83","7.21","9.95","16.45","","9.09","16.46",""
"006292","易方达汇诚养老2043混合(FOF)",,"1.3444","0.14","0.52","4.40","14.52","22.88","","","21.41","34.44",""
"006291","南方养老2035(FOF)C",,"1.4934","0.27","0.80","6.19","22.46","30.92","48.69","","28.95","49.34",""
"006290","南方养老2035(FOF)A",,"1.5060","0.27","0.80","6.29","22.70","31.45","49.88","","29.45","50.60",""
"006289","华夏养老2040(FOF)",,"1.4256","0.49","1.57","5.53","16.03","28.99","43.71","","27.48","44.12",""
"006245","嘉实养老2030混合(FOF)",,"1.3463","-0.01","-0.05","4.07","14.59","26.29","","","24.36","34.63",""
"006042","上投摩根尚睿混合(FOF)",,"1.3880","0.10","0.57","2.69","12.62","18.03","40.47","","16.08","38.80",""
"005980","南方合顺多资产(FOF)C",,"1.4485","0.10","0.65","4.22","18.73","33.02","","","30.72","44.85",""
"005979","南方合顺多资产(FOF)A",,"1.4596","0.10","0.66","4.32","18.97","33.54","","","31.21","45.96",""
"005976","长信稳进资产配置(FOF)",,"1.2309","0.29","0.59","2.83","11.14","16.54","25.06","","16.29","27.67",""
"005958","华夏聚丰混合(FOF)C",,"1.2942","0.36","2.77","8.56","25.31","25.86","29.29","","24.96","29.42",""
"005957","华夏聚丰混合(FOF)A",,"1.2967","0.36","2.77","8.56","25.33","25.91","29.48","","25.01","29.67",""
"005809","前海开源裕源(FOF)",,"1.6004","1.21","1.91","1.09","9.49","18.65","61.28","","15.72","60.04",""
"005759","中融量化精选(FOF)C",,"1.0886","0.01","-0.19","0.68","4.00","4.45","12.01","","3.30","8.86",""
"005758","中融量化精选(FOF)A",,"1.1064","0.01","-0.18","0.84","4.31","5.08","13.36","","3.90","10.64",""
"005222","泰达宏利全能混合(FOF)C",,"1.2094","0.17","0.83","3.96","12.63","14.16","24.00","21.27","12.96","20.94",""
"005221","泰达宏利全能混合(FOF)A",,"1.2222","0.16","0.83","4.04","12.80","14.50","24.75","22.50","13.29","22.22",""
"005220","海富通聚优精选混合(FOF)",,"1.5313","0.53","1.44","6.27","23.62","44.50","86.58","56.40","43.27","53.13",""
"005219","华夏聚惠(FOF)C",,"1.2661","0.13","0.52","3.81","10.23","17.07","29.11","26.14","15.58","26.61",""
"005218","华夏聚惠(FOF)A",,"1.2820","0.12","0.52","3.91","10.45","17.53","30.15","27.66","16.03","28.20",""
"005217","建信福泽安泰混合(FOF)",,"1.2330","0.38","0.74","3.41","8.97","15.33","25.78","22.76","14.50","23.30",""
"005216","南方全天候策略(FOF)C",,"1.2805","0.29","0.69","3.43","14.02","19.70","31.02","27.62","19.07","28.05",""
"005215","南方全天候策略(FOF)A",,"1.3051","0.29","0.70","3.59","14.36","20.41","32.62","29.94","19.76","30.51",""
"005157","嘉实领航资产配置混合C",,"1.2211","0.08","0.25","5.21","13.10","17.47","28.02","21.98","16.46","22.11",""
"005156","嘉实领航资产配置混合A",,"1.2543","0.09","0.27","5.42","13.56","18.42","30.11","25.12","17.37","25.43",""
